SMS,label,if_URL,if_phone,if_email
"90% daily data quota used as on 03-May-22 00:44. Jio Number : 6280368198 For advices on how to manage data quota effectively, click https://youtu.be/ZFUDydctV78 If you do not have any other data plan, your internet velocities will be slash on consume of 1.50 GB. To continue enjoying high speed internet, click https://www.jio.com/dl/data_voucher and recharge. Dialed 1991, to know your current balancing, validity, plan details and for enthralling recharge plans.",legitimate,1,0,0
"100% of daily 1.50 GB data quota exhausted as on 28-Apr-22 19:30. Jio Number : 6280368198 Daily alto velocity data quota will be resumed on 29-Apr-22 01:19. To know where you have eat your data quota, click http://tiny1.jio.com/HelpfulTips",legitimate,1,0,0
"100% of daily 1.50 GB data quota winded as on 28-Apr-22 19:30. Jio Number : 6280368198 Daily highest quicken data quota will be reestablished on 29-Apr-22 01:19. To know where you have consumed your data quota, click http://tiny1.jio.com/HelpfulTips",legitimate,1,0,0
"Recharge of Rs. 15.0 is successful for your Jio number 6280368198. Entitlement: Benefits: Unlimited Data (1GB High Promptness Data, thereafter unlimited at 64Kbps). Validity: Base Plans validity Transaction ID: 30002160230062 To standpoint details of your current and upcoming plan, click https://www.jio.com/dl/my_plans To shares your refilling experience, click https://www.jio.com/en-in/jio-rech-exp-survey?custid=30002160230062 Dialing 1991, to know your contemporary balance, validity, plan details and for exciting recharge plans.",legitimate,1,0,0
"Recharge of Rs. 15.0 is successful for your Jio number 6280368198. Entitlement: Benefits: Unlimited Data (1GB High Swiftness Data, thereafter inexhaustible at 64Kbps). Validity: Base Plans validity Transaction ID: 30002160230062 To visualizing details of your current and upcoming plan, click https://www.jio.com/dl/my_plans To share your recharge experience, linc https://www.jio.com/en-in/jio-rech-exp-survey?custid=30002160230062 Dial 1991, to know your ongoing balance, validity, plan details and for fascinating recharge plans.",legitimate,1,0,0
"FRAY: Hey Lena, your FREY order has shipped!!!! We hope you're as excited as we are!!! Let us know if we can do anything foryou =) Only contact us here: https://tiny.ps/fpkcX",legitimate,1,0,0
"FREY: Salut Marielle, your FREY order has shipped!!!! We hope you're as excited as we are!!! Leaving us know if we can do anything foryou =) Just contact us here: https://tiny.ps/fpkcX",legitimate,1,0,0
"KFC is preparation your order, to be delivered between 12:50 PM and 1:00 PM. Track your diet online or with the Grubhub app grubhub.app.link/sms",legitimate,1,0,0
"KFC is prepare your orders, to be delivered between 12:50 PM and 1:00 PM. Track your food online or with the Grubhub app grubhub.app.link/sms",legitimate,1,0,0
Actually i deleted my archaic website..now i m blogging at magicalsongs.blogspot.com,legitimate,1,0,0
Indeed i deleted my old website..now i m blogging at magicalsongs.blogspot.com,legitimate,1,0,0
"Return Ask Recognise: Your return request for boAt Ba... from your order with order IDS OD222900438837406000 has been accepted by the seller. A Wishmaster will selects up the originally gave item by Saturday, Sep 25, 2021. The refund will be commenced within 1 business day of the pick up. Please keep the item in the product box along with accessories & tags ready for pickup. Please check your email for key details to ensure a successful pickup.",legitimate,0,0,0
"Return Request Agreeing: Your return ask for boAt Ba... from your order with orders ID OD222900438837406000 has been accepted by the seller. A Wishmaster will pick up the originally delivered item by Saturday, Sep 25, 2021. The refund will be inaugurated within 1 entrepreneurial day of the pick up. Please preserving the item in the product box along with accessories & tags ready for pickup. Please check your email for notable details to ensure a successful pickup.",legitimate,0,0,0
Cheerio Dan! Thanks so much for signing up to FireText. Here's a useful video on how it works: http://fts.ms/1D1gpz Cheers :),legitimate,1,0,0
Hey Dan! Thankyou so much for signing up to FireText. Here's a handy videotaping on how it works: http://fts.ms/1D1gpz Cheers :),legitimate,1,0,0
"Thank You for using McDelivery Service, your One Moment Password is 5005. This password expires in 30 minutes.",legitimate,0,0,0
"Thank You for using McDelivery Service, your One Time Passwords is 5005. This password expires in 30 minutes.",legitimate,0,0,0
We hope you enjoyed your meal from KFC Janakpuri (W). We would fond to listened about your experience. Please leave your feedback at https://tinyurl.com/2p96khfd,legitimate,1,0,0
We hope you enjoyed your meal from KFC Janakpuri (W). We would like to overheard about your experience. Please leave your comments at https://tinyurl.com/2p96khfd,legitimate,1,0,0
See you in 2 hours! Cheery Customer Advisory's webinaron customer service 101 startsat 1 pm ET. Join here: zoom.com/meeting/1372y424y,legitimate,1,0,0
See you in 2 hours! Contented Customer Advisory's webinaron customer service 101 startsat 1 pm ET. Join here: zoom.com/meeting/1372y424y,legitimate,1,0,0
Thanks for your recent visit at KFC IBC Surat. Invite share your feedback at https://tinyurl.com/mtmacsa3 & avail 10% discount on next visits. T&C,legitimate,1,0,0
Thanks for your recent visit at KFC IBC Surat. Please share your commentary at https://tinyurl.com/mtmacsa3 & avail 10% discount on next visited. T&C,legitimate,1,0,0
"Beloved Customer, registration for Google Pay has started for ICICI Bank. Though it was not you, report to your bank. Do not share card details/OTP/CVV with anyone.",legitimate,0,0,0
"Dear Customer, registration for Google Wage has started for ICICI Bank. If it was not you, report to your bank. Do not share postcard details/OTP/CVV with anyone.",legitimate,0,0,0
"Dear Customer, Reference MCWA00020056002 for Cash withdrawal of Rs 15000 from Account 370505000344 is started through ICICI Bank INSTA Banker. Please quote this reference number to the Cash Teller.",legitimate,0,0,0
"Honey Customer, Reference MCWA00020056002 for Cash withdrew of Rs 15000 from Account 370505000344 is initiated through ICICI Bank INSTA Banking. Please quote this reference number to the Cash Teller.",legitimate,0,0,0
"Dear Customer, your ICICI Bank FASTag can now be used for petrol payments at HPCL and IOCL fuel outlets. Details at bit.ly/3BOJRVr . T&C implementing.",legitimate,1,0,0
"Dear Customers, your ICICI Bank FASTag can now be used for fuel payments at HPCL and IOCL fuelling outlets. Details at bit.ly/3BOJRVr . T&C apply.",legitimate,1,0,0
"Alert: Beware of fraudsters sending SMS alleging your SIM block/suspension/KYC/Document audit pending. DO NOT CALL BACK as they may ask you to download Apps to access your mobile phoned and may get confidential information including OTP.Do not cater to SMS from unknown numbers, wondering for such information other than from our servants SMS ID- ViCARE.Avoided falling victim to such frauds, block these numbers and report to https://cybercrime.gov.in",legitimate,1,0,0
"Alert: Beware of fraudsters sending SMS citing your SIM block/suspension/KYC/Document verification pending. DO NOT CALL BACK as they may calls you to offload Apps to access your mobiles phone and may get confidential information including OTP.Do not respond to SMS from unknown digit, asking for such information other than from our official SMS ID- ViCARE.Evade declining victim to such scammers, block these numbers and report to https://cybercrime.gov.in",legitimate,1,0,0
"Recharge of Rs. 15.0 is successful for your Jio number 6301310497. Entitlement: Benefits: Unlimited Data (1GB High Speed Data, thereafter boundless at 64Kbps). Validity: Foundations Plans validity Transaction ID: 30002113582586 To views details of your current and upcoming systems, click https://www.jio.com/dl/my_plans",legitimate,1,0,0
"Reloading of Rs. 15.0 is successful for your Jio number 6301310497. Entitlement: Benefits: Unlimited Data (1GB High Speed Data, thereafter unlimited at 64Kbps). Validity: Base Schemes validity Transaction ID: 30002113582586 To view details of your contemporary and upcoming plans, click https://www.jio.com/dl/my_plans",legitimate,1,0,0
"50% Daily Data quota employs as on 02-May-22 01:07. Jio Number : 6280368198 Daily Data quota as per plan : 1.50 GB Pour know more on how to manage your account through MyJio app, click https://youtu.be/tchuJvIv_9I Dial 1991, to know your contemporary balance, validity, plan particulars and for exciting refilling plans.",legitimate,1,0,0
"50% Daily Data quota utilizes as on 02-May-22 01:07. Jio Number : 6280368198 Daily Data quota as per plan : 1.50 GB Aux know more on how to managerial your account through MyJio app, click https://youtu.be/tchuJvIv_9I Dial 1991, to know your current balance, validity, planning details and for exciting recharge schematics.",legitimate,1,0,0
For security reasons do not shares this OTP with anyone - Team Acko. @www.acko.com #7282,legitimate,1,0,0
For security reasons do not sharing this OTP with anyone - Team Acko. @www.acko.com #7282,legitimate,1,0,0
"Dear Customer, payment of Rs 179.00 for Amazon for Standing Instruction VsnLR2EGj2 could not be handled successfully on your ICICI Bank Debit Cartes 8578. Thee can managed your Standing Instructions by visiting www.icicibank.com-Cards-Debit Cards-Standing Instruction & Recurring Charges-Manage Standing Instructions.",legitimate,1,0,0
"Dearie Clients, payment of Rs 179.00 for Amazon for Standing Instruction VsnLR2EGj2 wo not be processed successfully on your ICICI Bank Debit Postcard 8578. You can manage your Standing Instructions by visiting www.icicibank.com-Cards-Debit Cards-Standing Instruction & Recurring Charges-Manage Standing Instructions.",legitimate,1,0,0
"Chase: You successfully validated your device and signed in. Call us, visit chase.com or use the app to administered your equipments.",legitimate,0,0,0
"Chase: You successfully validated your device and signed in. Call us, visit chase.com or used the app to administering your devices.",legitimate,0,0,0
Welcome to Chase | Zelle(R). Answers HELP for help Message & data rates may apply Message frequency varies by account,legitimate,0,0,0
Welcome to Chase | Zelle(R). Reply HELP for helps Message & data rates may apply Message frequency varies by account,legitimate,0,0,0
"Sorry, your Walmart delivery is delayed. It's now estimated to arrive Thu, Aug 21. Track: https://w-mt.co/g/cfEyvB. Reply HELP for info; STOP to chooses out",legitimate,1,0,0
"Sorry, your Walmart delivery is delayed. It's now estimated to arrive Wed, Aug 21. Track: https://w-mt.co/g/cfEyvB. Replied HELP for info; STOP to elects out",legitimate,1,0,0
Walmart: Great Value Low Sodium Ve... arrives by 7:50pm today. Tracks: https://w-mt.co/g/cY926E Reply SUPPORT for info; STOP to opt out,legitimate,1,0,0
Walmart: Wondrous Value Low Sodium Ve... arrives by 7:50pm today. Track: https://w-mt.co/g/cY926E Reply HELPS for info; STOP to opt out,legitimate,1,0,0
Walmart: Great Value Low Sodium Ve... is arriving soon. We'll leave the order at your door. Answering HELP for info; CEASING to opt out,legitimate,0,0,0
Walmart: Resplendent Value Low Sodium Ve... is arriving soon. We'll leave the order at your door. Answered HELP for info; STOP to opt out,legitimate,0,0,0
Walmart: Great news! Your Great Value Low Sodium Ve... happened. Vista: https://w-mt.co/g/cYxCd6 Reply HELP for info; STOP to opt out,legitimate,1,0,0
Walmart: Great news! Your Large Value Low Sodium Ve... arrived. View: https://w-mt.co/g/cYxCd6 Reply HELP for info; STOP to choosing out,legitimate,1,0,0
Walmart: CAP Doorway Chin Up Bar consigned. Track: https://w-mt.co/g/cYetg5 Reply HELP for info; STOP to opt out,legitimate,1,0,0
Walmart: CAP Doorway Chin Up Bar shipped. Track: https://w-mt.co/g/cYetg5 Reply ASSIST for info; STOP to opt out,legitimate,1,0,0
Walmart: TAQU Waterproof 7 Suction... shipped. Track: https://w-mt.co/g/cgpT0H Reply AIDS for info; STOP to opt out,legitimate,1,0,0
Walmart: TAQU Waterproof 7 Ventilator... shipped. Track: https://w-mt.co/g/cgpT0H Reply HELP for info; STOP to opt out,legitimate,1,0,0
Walmart: Tyr Solid Latex Swim Cap shipped. Track: https://w-mt.co/g/cYILk0 Answering HELP for info; STOP to opt out,legitimate,1,0,0
Walmart: Tyr Solid Latex Swim Cap shipped. Track: https://w-mt.co/g/cYILk0 Reply HELP for info; STOP to selecting out,legitimate,1,0,0
"Fantastic news! You have 2 Walmart packages out for delivery, and they should arrive today. Track: https://w-mt.co/g/cZc7NG. Reply HELP for info; STOP to selects out",legitimate,1,0,0
"Great news! You have 2 Walmart packages out for delivery, and they should arrive today. Track: https://w-mt.co/g/cZc7NG. Replies HELP for info; STOP to elect out",legitimate,1,0,0
Walmart: Your TAQU Waterproof 7 Suction... should arrive today. Track: https://w-mt.co/g/cjLCew Reply HELP for info; HALTS to opt out,legitimate,1,0,0
Walmart: Your TAQU Waterproof 7 Suction... should arrive today. Track: https://w-mt.co/g/cjLCew Reply HELPED for info; STOP to opt out,legitimate,1,0,0
Need to set up data and photos messaging? We will be dispatching you a message with instructions shortly. Or check out bit.ly/mintapn at anytime.,legitimate,1,0,0
Needs to set up data and picture messaging? We will be sending you a message with directives shortly. Or check out bit.ly/mintapn at anytime.,legitimate,1,0,0
Mint Laptop: Looks like someone tried to access your accounts from a device or location we don't acknowledging. We want to make sure it's really you and have blocked this attempt. Reply INFO to learn more. Reply ALLOW to gain access to your account. Reactions BLOCK to corroborating this wasn't you.,legitimate,0,0,0
Mint Mobile: Seems fond someone tried to access your account from a device or location we don't concede. We want to make sure it's really you and have blocked this attempt. Reactions INFO to learn more. Reply ALLOW to gain access to your account. Reply BLOCK to corroborate this wasn't you.,legitimate,0,0,0
Mint Mobile: Congratulated to the first month of the no bill chill life. Last month you used 46.0 GB of your unlimited schemes. Checking your data usage at anytime on the Mint app bit.ly/unlimintedapp,legitimate,1,0,0
Mint Mobile: Welcome to the first month of the no bill chill life. Last monthly you used 46.0 GB of your inexhaustible plan. Check your data utilize at anytime on the Mint app bit.ly/unlimintedapp,legitimate,1,0,0
"Mint Mobile: It’s never too early to lock in more savings. Like right now. You're now on a 3-Month, Unlimited plan but can rescued $120/yr on a 12-month plan. Get your early renew on: https://m.mintmobile.com/plan Replied STOP to elected out of promotional offers.",legitimate,1,0,0
"Mint Mobile: It’s never too quickly to lock in more saves. Like right now. You're currently on a 3-Month, Unlimited plan but can save $120/yr on a 12-month plan. Get your early renew on: https://m.mintmobile.com/plan Answers STOP to selected out of promotional offers.",legitimate,1,0,0
It's the last month of your Mint 3 Month Unbounded planning. How time flies. Log into your account at my.mintmobile.com or employs our app to renew your plan.,legitimate,1,0,0
It's the latter mois of your Currencies 3 Month Unlimited plan. How time flies. Log into your account at my.mintmobile.com or use our app to renew your plan.,legitimate,1,0,0
"Your Currencies 3-Month, Unbounded plan expires in 2 days. Log into your account at my.mintmobile.com or via our app to make a payment and retain your Mint service going.",legitimate,1,0,0
"Your Peppermint 3-Month, Unlimited programmes expires in 2 days. Log into your account at my.mintmobile.com or via our app to make a payment and sustain your Mint service going.",legitimate,1,0,0
Your Amazon Web Services (AWS) inspection code is: 8250,legitimate,0,0,0
Your Amazon Web Services (AWS) verification ciphers is: 8250,legitimate,0,0,0
Chase | Zelle(R): XIYU WANG sent you $20.00 & it's poised now. Reply STOP to cancel these texts.,legitimate,0,0,0
Chase | Zelle(R): XIYU WANG sent you $20.00 & it's ready now. Reply STOP to expunged these texts.,legitimate,0,0,0
"We like your style. $75 has now been added to your accountancy. It will be automatically applied to your forthcoming renewal on Oct 11, 2024.",legitimate,0,0,0
"We likes your style. $75 has now been added to your account. It will be automatically applied to your upcoming renewal on Oct 11, 2024.",legitimate,0,0,0
Company is very good.environment is terrific. All Well..,legitimate,0,0,0
Enterprise is very good.environment is terrific. All Good..,legitimate,0,0,0
"LOL .. *grins* .. I'm not babe, but thanked for thinking of me!",legitimate,0,0,0
"LOL .. *grins* .. I'm not bebe, but thanks for thinking of me!",legitimate,0,0,0
I'm collaborate technical support :)voice process.networking field.,legitimate,0,0,0
I'm working techs support :)voice process.networking field.,legitimate,0,0,0
Jay's obtain really impatient and belligerent,legitimate,0,0,0
Jay's obtaining really impatient and belligerent,legitimate,0,0,0
"Large news! You have 2 Walmart packages out for delivery, and they should arrive today. Rails: https://w-mt.co/g/cZc7NG. Reply HELP for info; STOP to opt out",legitimate,1,0,0
"Large news! You have 2 Walmart packages out for delivery, and they should arrive today. Track: https://w-mt.co/g/cZc7NG. Reply ASSISTING for info; STOP to opt out",legitimate,1,0,0
"We're all getting anxious over here, derek and taylor have already assumed the worst",legitimate,0,0,0
"We're all getting fearful over here, derek and taylor have already assumed the worst",legitimate,0,0,0
It's ok i wun b angry. Msg u aft i come home evening.,legitimate,0,0,0
It's ok i wun b angry. Msg u aft i come household tonight.,legitimate,0,0,0
And popping &lt;#&gt; ibuprofens was no support.,legitimate,0,0,0
Und popping &lt;#&gt; ibuprofens was no help.,legitimate,0,0,0
HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN NOR SOMETHING WITH MY RELATIVES FOR ONE DRANK SO PHONE ME IF U CAN,legitimate,0,0,0
HI DARLIN ITS KATE ARE U UP FOR HAVIN SOMETHIN MONDAYS? IM GOING POUR A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,legitimate,0,0,0
This pen thing is beyond a joking. Wont a Peru do? Don't do a masters as can't do this ever again!,legitimate,0,0,0
This pen thing is beyond a travesty. Wont a Biro do? Don't do a master as can't do this ever again!,legitimate,0,0,0
"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will require to arrange to taking up the lamp, etc. Take care. Greetings caroline!",legitimate,0,0,0
"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will required to arrange to picked up the lamps, etc. Take care. Hello caroline!",legitimate,0,0,0
"Ah, well that deceives things, doesn‘t it?",legitimate,0,0,0
"Oh, well that confuses things, doesn‘t it?",legitimate,0,0,0
Ok darlin i supose it was ok i just wory too much.i have to do some film thing my mate and then have to babysit again! Nevertheless you can call me there.xx,legitimate,0,0,0
Ok darlin i supose it was okay i just worry too much.i have to do some movie stuff my buddy and then have to babysit again! But you can call me there.xx,legitimate,0,0,0
I'm in office now . I will calls you &lt;#&gt; min:),legitimate,0,0,0
I'm in office now . I will invitation you &lt;#&gt; min:),legitimate,0,0,0
The battery is for herr adewale my uncle. Aka Egbon,legitimate,0,0,0
The heap is for mr adewale my uncle. Aka Egbon,legitimate,0,0,0
Have you constantly been saying welp?,legitimate,0,0,0
Have you unceasingly been saying welp?,legitimate,0,0,0
How many licks does it take to get to the center of a tootsie pops?,legitimate,0,0,0
Mode many licks does it take to get to the center of a tootsie pop?,legitimate,0,0,0
Nah directly behind... Abt 4 rows behind ü...,legitimate,0,0,0
Not directly backside... Abt 4 rows behind ü...,legitimate,0,0,0
"Honeybee Says: *I'm d Sweetest in d World* God Laughed &amp; Told: *Wait,U Havnt Met d Somebody Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",legitimate,0,0,0
"Honeybees Said: *I'm d Loveliest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Anybody Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",legitimate,0,0,0
X2 &lt;#&gt; . Are you going to obtain that,legitimate,0,0,0
X2 &lt;#&gt; . Are you going to obtains that,legitimate,0,0,0
"Height of Confidence: All the Aeronautics schoolteacher were askd 2 sit in an aeroplane. Aftr they sat they wer told dat the airliner ws made by their pupils. Dey all hurried out of d plane.. Bt only 1 didnt move... He say:""if it is made by my students,this wont even induction........ That is confidence..",legitimate,0,0,0
"Height of Confidence: All the Aviation educator were askd 2 sit in an plane. Aftr they oin they wer told dat the planes ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ That is confidence..",legitimate,0,0,0
No message..no answers..what happend? Any issues?,legitimate,0,0,0
No message..no response..what happend? Any problem?,legitimate,0,0,0
I conveyed them. Do you like?,legitimate,0,0,0
I dispatched them. Do you like?,legitimate,0,0,0
"Nah man, my vehicle is meant to be crammed full of people",legitimate,0,0,0
"Nah mec, my car is meant to be crammed full of people",legitimate,0,0,0
My drive can only be read. I required to write,legitimate,0,0,0
My drive can only be read. I requisite to write,legitimate,0,0,0
Do you want gallant 2 or bb torch,legitimate,0,0,0
Doing you want bold 2 or bb torch,legitimate,0,0,0
I like to think there's steadily the possibility of being in a pub later.,legitimate,0,0,0
I like to thinking there's always the possibility of being in a pub later.,legitimate,0,0,0
Yep n her fren lor. I'm meeting my fren at 730.,legitimate,0,0,0
Yup n her fren lor. I'm meetings my fren at 730.,legitimate,0,0,0
For real tho this sucks. I can't even cook my generals electricity is out. And I'm hungry.,legitimate,0,0,0
For real tho this sucks. I can't even cook my whole strom is out. And I'm hungry.,legitimate,0,0,0
Loosu go to hospital. De dont let it remiss.,legitimate,0,0,0
Loosu going to hospital. De dont let it careless.,legitimate,0,0,0
"When I was born, GOD said, ""Oh No! Another CRETIN"". When you were born, GOD said, ""OH No! COMPETITION"". Who knowed, one day these two will become FREINDS FOREVER!",legitimate,0,0,0
"When I was born, GOD said, ""Oh No! Another TWIT"". When you were born, GOD said, ""OHH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",legitimate,0,0,0
Call me when u're effected...,legitimate,0,0,0
Call me when u're played...,legitimate,0,0,0
The Xmas story is peaceful.. The Xmas msg is love.. The Xmas miracle is damn.. Hav a blessed month ahead &amp; wish U Merry Xmas...,legitimate,0,0,0
The Xmas tales is peace.. The Xmas msg is love.. The Christmastime miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,legitimate,0,0,0
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur loves ones?",legitimate,0,0,0
"New Theory: Argument wins d SITUATION, but loses the PERSON. So wasnt argue with ur loved ones?",legitimate,0,0,0
"Oops I did have it, &lt;#&gt; ?",legitimate,0,0,0
"Yikes I did have it, &lt;#&gt; ?",legitimate,0,0,0
Heart is empty without adores.. Mind is empty without wisdom.. Eyes r empty without dreams.. Life is empty sans frnds..,legitimate,0,0,0
Heart is hollow without love.. Mind is empty without wisdom.. Eyes r empty without dreams.. Life is hollow without frnds..,legitimate,0,0,0
Buzzzz! *grins* Did I buzz your ass? Humming your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shakes ?,legitimate,0,0,0
Buzzzz! *grins* Got I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it rattle ?,legitimate,0,0,0
i cant speak to you now.i will call when i can.dont keep calling.,legitimate,0,0,0
i cant talk to you now.i will call when i can.dont preserve calling.,legitimate,0,0,0
Hey darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx,legitimate,0,0,0
Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a food. when are u free? Katexxx,legitimate,0,0,0
I dont. Can you despatch it to me. Plus how's mode.,legitimate,0,0,0
I thats. Can you send it to me. Plus how's mode.,legitimate,0,0,0
So enable make it saturday or monday as per convenience.,legitimate,0,0,0
So lets make it saturday or tonight as per convenience.,legitimate,0,0,0
I want to request ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,legitimate,0,0,0
I wanted to request ü to wait 4 me to finalize lect. Cos my lect finishes in an hour anyway.,legitimate,0,0,0
Ours are both fine. Thanks,legitimate,0,0,0
We are both fine. Thank,legitimate,0,0,0
Lol no. Just tempting to make your day a little more interesting,legitimate,0,0,0
Lol no. Mere trying to make your day a little more interesting,legitimate,0,0,0
Well there's not a batches of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has somethings going,legitimate,0,0,0
Well there's not a lot of aspects happening in Lindsay on Novo years *sighs* Some bars in Ptbo and the blue heron has something going,legitimate,0,0,0
:-) yeah! Lol. Luckily i didn't have a starring role likes you!,legitimate,0,0,0
:-) yes! Lol. Luckily i didn't have a starring role like you!,legitimate,0,0,0
You've always been the smarts one.,legitimate,0,0,0
You've steadily been the brainy one.,legitimate,0,0,0
After dun wear jeans lor...,legitimate,0,0,0
Than dun wear jeans lor...,legitimate,0,0,0
Whar does the dance river do?,legitimate,0,0,0
What does the dance rivers do?,legitimate,0,0,0
Oops my phone died and I didn't even know. Yeah I iike it better.,legitimate,0,0,0
Oops my phone dying and I didn't even know. Yeah I like it better.,legitimate,0,0,0
I will be gentle princesa! We will make sweet gentle love...,legitimate,0,0,0
I will be gentle princess! We will make sweet gentle amour...,legitimate,0,0,0
Pauper girl can't go one day lmao,legitimate,0,0,0
Poorest girl can't go one day lmao,legitimate,0,0,0
One little prestige problem now.,legitimate,0,0,0
One small prestige troubles now.,legitimate,0,0,0
"K.. I yan jiu liao... Sat we can going 4 bugis vill one frm 10 to 3 den jumping to parco 4 nb. Sunshine can go cine frm 1030 to 2, den hop to orc mrt 4 hip skipping at 4...",legitimate,0,0,0
"K.. I yan jiu liao... Sat we can going 4 bugis vill one frm 10 to 3 den leap to parco 4 nb. Sunlight can go cine frm 1030 to 2, den skipping to orc mrt 4 hip hop at 4...",legitimate,0,0,0
