SMS,label,if_URL,if_phone,if_email
"Your Mint 3-Month, Unlimited schemes lapses in 2 jours. Log into your account at my.mintmobile.com or via our app to make a payment and keep your Mint service going.",legitimate,1,0,0
Your Amazon Web Services (AWS) verifying code is: 8250,legitimate,0,0,0
Chase | Zelle(R): XIYU WANG sent you $20.00 & it's ready now. Reply STOP to repeal these texts.,legitimate,0,0,0
"We likes your style. $75 has now been added to your account. It will be automatically applied to your next renovations on Oct 11, 2024.",legitimate,0,0,0
Company is very good.environment is spectacular. All Good..,legitimate,0,0,0
"LOL .. *grins* .. I'm not bebe, but thanks for thinking of me!",legitimate,0,0,0
I'm cooperated technical support :)voice process.networking field.,legitimate,0,0,0
Jay's getting truly impatient and belligerent,legitimate,0,0,0
"Superb news! You have 2 Walmart packages out for delivery, and they should arrive today. Track: https:"w-mt.co"g"cZc7NG. Reply SUCCOUR for info; STOP to opt out",legitimate,1,0,0
"We're all getting worried over here, derek and taylor have already assumed the lousiest",legitimate,0,0,0
It's ok i wun b angry. Msg u aft i come housing tonight.,legitimate,0,0,0
And popping &lt;#&gt; ibuprofens was no aiding.,legitimate,0,0,0
HI DARLIN ITS KATE ARE U UP FOR WORKIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN NOR SOMETHING WITH MY PARENTS FOR ONE DRINK SO TEL ME IF U CAN,legitimate,0,0,0
This pen thing is beyond a giggle. Wont a Biro do? Don't do a master as can't do this ever again!,legitimate,0,0,0
"Howdy.How u doing?What u been up 2?When will u b moving out of the flat, cos I will necessity to arrange to pick up the lamp, etc. Taking care. Hello caroline!",legitimate,0,0,0
"Ah, well that confounds things, doesn‘t it?",legitimate,0,0,0
Ok darlin i sould it was ok i just worry too much.i have to do some cinematographic stuff my mate and then have to babysit again! But you can calling me there.xx,legitimate,0,0,0
I'm in office now . I will invitation you &lt;#&gt; min:),legitimate,0,0,0
The piling is for mr adewale my uncle. Aka Egbon,legitimate,0,0,0
Have you unceasingly been saying welp?,legitimate,0,0,0
How many licks does it take to get to the centre of a tootsie pop?,legitimate,0,0,0
Nah directly behind... Abt 4 rows behind ü...,legitimate,0,0,0
"Wasp Said: *I'm d Sweetest in d World* God Laughed &amp; Asserted: *Wait,U Havnt Met d Somebody Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",legitimate,0,0,0
X2 &lt;#&gt; . Are you going to gets that,legitimate,0,0,0
"Height of Confidence: All the Air schoolteachers were askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all precipitous out of d plane.. Bt only 1 doesnt move... He said:""if it is made by my students,this wont even start........ That is confidence..",legitimate,0,0,['0']
No message..no response..what becuase? Any issues?,legitimate,0,0,0
I sent them. Do you likes?,legitimate,0,0,0
"Nah man, my motors is meant to be crammed full of people",legitimate,0,0,0
My drive can only be read. I needed to write,legitimate,0,0,0
Do you wanted bold 2 or bb torch,legitimate,0,0,0
I like to think there's invariably the possibility of being in a pub later.,legitimate,0,0,0
Yeah n her fren lor. I'm meeting my fren at 730.,legitimate,0,0,0
For real tho this sucks. I can't even cook my whole electrified is out. And I'm hungry.,legitimate,0,0,0
Loosu go to hospital. De dont let it negligent.,legitimate,0,0,0
"Whenever I was born, GOD said, ""Oh No! Another IDIOT"". When you were born,GOD said,"OH No! COMPETITION"". Who knew,one day these two will become FREINDS FOREVER!",legitimate,['0', '0', '0']
Call me when u're completed...,legitimate,0,0,0
The Claus story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed mes ahead &amp; wish U Merry Xmas...,legitimate,0,0,0
"New Theory: Argument won d SITUATION, but loses the PERSON. So dont argue with ur loved ones?",legitimate,0,0,0
"Yikes I did have it, &lt;#&gt; ?",legitimate,0,0,0
Heart is empty without amore.. Mind is hollow without wisdom.. Eyes r empty without dreams.. Life is empty without frnds..,legitimate,0,0,0
Buzzzz! *grins* Wo I buzz your ass? Buzz your chest ? Buzz your dick ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,legitimate,0,0,0
i cant talk to you now.i will call when i can.dont keep phoning.,legitimate,0,0,0
Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a dinner. when are u free? Katexxx,legitimate,0,0,0
I shouldnt. Can you send it to me. Plus how's mode.,legitimate,0,0,0
Consequently lets make it saturday or monday as per convenience.,legitimate,0,0,0
I wanted to ask ü to wait 4 me to finishing lect. Cos my lect completes in an hour anyway.,legitimate,0,0,0
We are both fined. Thanks,legitimate,0,0,0
Lol no. Just trying to make your day a small more interesting,legitimate,0,0,0
Well there's not a lot of aspects happening in Lindsey on New years *sighs* Some bars in Ptbo and the blue heron has something going,legitimate,0,0,0
:-) yeah! Lol. Luckily i didn't have a starring role loves you!,legitimate,0,0,0
You've always been the astute one.,legitimate,0,0,0
Thus dun wear jeans lor...,legitimate,0,0,0
Whar does the dance river do?,legitimate,0,0,0
Oops my phone decease and I didn't even know. Yeah I like it better.,legitimate,0,0,0
I will be gentle princess! We will make sweet gentle adored...,legitimate,0,0,0
Poor chica can't go one day lmao,legitimate,0,0,0
One minor prestige problem now.,legitimate,0,0,0
"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den jump to parco 4 nb. Sun can go cine frm 1030 to 2, den jumps to cro mrt 4 hip salto at 4...",legitimate,0,0,0
