SMS,label,if_URL,if_phone,if_email
"Dear Customer, Reference MCWA00020056002 for Cash withdrawal of Rs 15000 from Account 370505000344 is initiated through ICICI Bank INSTA Banking. Please quote this reference number to the Cash Teller.",legitimate,0,0,0
"Dear Customer, your ICICI Bank FASTag can now be used for fuel payments at HPCL and IOCL fuel outlets. Details at bit.ly/3BOJRVr . T&C apply.",legitimate,1,0,0
"Alert: Beware of fraudsters sending SMS citing your SIM block/suspension/KYC/Document verification pending. DO NOT CALL BACK as they may ask you to download Apps to access your mobile phone and may get confidential information including OTP.Do not respond to SMS from unknown numbers, asking for such information other than from our official SMS ID- ViCARE.Avoid falling victim to such frauds, block these numbers and report to https://cybercrime.gov.in",legitimate,1,0,0
"Recharge of Rs. 15.0 is successful for your Jio number 6301310497. Entitlement: Benefits: Unlimited Data (1GB High Speed Data, thereafter unlimited at 64Kbps). Validity: Base Plans validity Transaction ID: 30002113582586 To view details of your current and upcoming plan, click https://www.jio.com/dl/my_plans",legitimate,1,0,0
"50% Daily Data quota used as on 02-May-22 01:07. Jio Number : 6280368198 Daily Data quota as per plan : 1.50 GB To know more on how to manage your account through MyJio app, click https://youtu.be/tchuJvIv_9I Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",legitimate,1,0,0
For security reasons do not share this OTP with anyone - Team Acko. @www.acko.com #7282,legitimate,1,0,0
"Dear Customer, payment of Rs 179.00 for Amazon for Standing Instruction VsnLR2EGj2 could not be processed successfully on your ICICI Bank Debit Card 8578. You can manage your Standing Instructions by visiting www.icicibank.com-Cards-Debit Cards-Standing Instruction & Recurring Charges-Manage Standing Instructions.",legitimate,1,0,0
"Chase: You successfully validated your device and signed in. Call us, visit chase.com or use the app to manage your devices.",legitimate,0,0,0
Welcome to Chase | Zelle(R). Reply HELP for help Message & data rates may apply Message frequency varies by account,legitimate,0,0,0
"Sorry, your Walmart delivery is delayed. It's now estimated to arrive Wed, Aug 21. Track: https://w-mt.co/g/cfEyvB. Reply HELP for info; STOP to opt out",legitimate,1,0,0
Walmart: Great Value Low Sodium Ve... arrives by 7:50pm today. Track: https://w-mt.co/g/cY926E Reply HELP for info; STOP to opt out,legitimate,1,0,0
Walmart: Great Value Low Sodium Ve... is arriving soon. We'll leave the order at your door. Reply HELP for info; STOP to opt out,legitimate,0,0,0
Walmart: Great news! Your Great Value Low Sodium Ve... arrived. View: https://w-mt.co/g/cYxCd6 Reply HELP for info; STOP to opt out,legitimate,1,0,0
Walmart: CAP Doorway Chin Up Bar shipped. Track: https://w-mt.co/g/cYetg5 Reply HELP for info; STOP to opt out,legitimate,1,0,0
Walmart: TAQU Waterproof 7 Suction... shipped. Track: https://w-mt.co/g/cgpT0H Reply HELP for info; STOP to opt out,legitimate,1,0,0
Walmart: Tyr Solid Latex Swim Cap shipped. Track: https://w-mt.co/g/cYILk0 Reply HELP for info; STOP to opt out,legitimate,1,0,0
"Great news! You have 2 Walmart packages out for delivery, and they should arrive today. Track: https://w-mt.co/g/cZc7NG. Reply HELP for info; STOP to opt out",legitimate,1,0,0
Walmart: Your TAQU Waterproof 7 Suction... should arrive today. Track: https://w-mt.co/g/cjLCew Reply HELP for info; STOP to opt out,legitimate,1,0,0
Need to set up data and picture messaging? We will be sending you a message with instructions shortly. Or check out bit.ly/mintapn at anytime.,legitimate,1,0,0
Mint Mobile: Looks like someone tried to access your account from a device or location we don't recognize. We want to make sure it's really you and have blocked this attempt. Reply INFO to learn more. Reply ALLOW to gain access to your account. Reply BLOCK to confirm this wasn't you.,legitimate,0,0,0
Mint Mobile: Welcome to the first month of the no bill chill life. Last month you used 46.0 GB of your unlimited plan. Check your data usage at anytime on the Mint app bit.ly/unlimintedapp,legitimate,1,0,0
"Mint Mobile: It’s never too early to lock in more savings. Like right now. You're currently on a 3-Month, Unlimited plan but can save $120/yr on a 12-month plan. Get your early renew on: https://m.mintmobile.com/plan Reply STOP to opt out of promotional offers.",legitimate,1,0,0
It's the last month of your Mint 3 Month Unlimited plan. How time flies. Log into your account at my.mintmobile.com or use our app to renew your plan.,legitimate,1,0,0
"Your Mint 3-Month, Unlimited plan expires in 2 days. Log into your account at my.mintmobile.com or via our app to make a payment and keep your Mint service going.",legitimate,1,0,0
Your Amazon Web Services (AWS) verification code is: 8250,legitimate,0,0,0
Chase | Zelle(R): XIYU WANG sent you $20.00 & it's ready now. Reply STOP to cancel these texts.,legitimate,0,0,0
"We like your style. $75 has now been added to your account. It will be automatically applied to your next renewal on Oct 11, 2024.",legitimate,0,0,0
Company is very good.environment is terrific. All Good..,legitimate,0,0,0
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",legitimate,0,0,0
I'm working technical support :)voice process.networking field.,legitimate,0,0,0
Jay's getting really impatient and belligerent,legitimate,0,0,0
"Great news! You have 2 Walmart packages out for delivery, and they should arrive today. Track: https://w-mt.co/g/cZc7NG. Reply HELP for info; STOP to opt out",legitimate,1,0,0
"We're all getting worried over here, derek and taylor have already assumed the worst",legitimate,0,0,0
It's ok i wun b angry. Msg u aft i come home tonight.,legitimate,0,0,0
And popping &lt;#&gt; ibuprofens was no help.,legitimate,0,0,0
HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,legitimate,0,0,0
This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again!,legitimate,0,0,0
"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",legitimate,0,0,0
"Ah, well that confuses things, doesn‘t it?",legitimate,0,0,0
Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,legitimate,0,0,0
I'm in office now . I will call you &lt;#&gt; min:),legitimate,0,0,0
The battery is for mr adewale my uncle. Aka Egbon,legitimate,0,0,0
Have you always been saying welp?,legitimate,0,0,0
How many licks does it take to get to the center of a tootsie pop?,legitimate,0,0,0
Not directly behind... Abt 4 rows behind ü...,legitimate,0,0,0
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",legitimate,0,0,0
X2 &lt;#&gt; . Are you going to get that,legitimate,0,0,0
"Height of Confidence: All the Aeronautics professors were askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ That is confidence..",legitimate,0,0,0
No message..no response..what happend? Any issues?,legitimate,0,0,0
I sent them. Do you like?,legitimate,0,0,0
"Nah man, my car is meant to be crammed full of people",legitimate,0,0,0
My drive can only be read. I need to write,legitimate,0,0,0
Do you want bold 2 or bb torch,legitimate,0,0,0
I like to think there's always the possibility of being in a pub later.,legitimate,0,0,0
Yup n her fren lor. I'm meeting my fren at 730.,legitimate,0,0,0
For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,legitimate,0,0,0
Loosu go to hospital. De dont let it careless.,legitimate,0,0,0
"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",legitimate,0,0,0
Call me when u're done...,legitimate,0,0,0
The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,legitimate,0,0,0
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur loved ones?",legitimate,0,0,0
"Oops I did have it, &lt;#&gt; ?",legitimate,0,0,0
Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams.. Life is empty without frnds..,legitimate,0,0,0
Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,legitimate,0,0,0
i cant talk to you now.i will call when i can.dont keep calling.,legitimate,0,0,0
Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx,legitimate,0,0,0
I dont. Can you send it to me. Plus how's mode.,legitimate,0,0,0
So lets make it saturday or monday as per convenience.,legitimate,0,0,0
I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,legitimate,0,0,0
We are both fine. Thanks,legitimate,0,0,0
Lol no. Just trying to make your day a little more interesting,legitimate,0,0,0
Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,legitimate,0,0,0
:-) yeah! Lol. Luckily i didn't have a starring role like you!,legitimate,0,0,0
You've always been the brainy one.,legitimate,0,0,0
Then dun wear jeans lor...,legitimate,0,0,0
What does the dance river do?,legitimate,0,0,0
Oops my phone died and I didn't even know. Yeah I like it better.,legitimate,0,0,0
I will be gentle princess! We will make sweet gentle love...,legitimate,0,0,0
Poor girl can't go one day lmao,legitimate,0,0,0
One small prestige problem now.,legitimate,0,0,0
"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",legitimate,0,0,0
